classe_dsgtools,atributo_dsgtools,classe_gothic,atributo_gothic
adm_area_pub_civil,geometriaaproximada,Area_Pub_Civil,geometriaAproximada
adm_area_pub_militar,geometriaaproximada,Area_Pub_Militar,geometriaAproximada
adm_descontinuidade_geometrica,motivodescontinuidade,Descontinuidade_Geom_ADM,motivoDescontinuidade
adm_edif_pub_civil,geometriaaproximada,Edif_Pub_Civil,geometriaAproximada
adm_edif_pub_civil,matconstr,Edif_Pub_Civil,matConstr
adm_edif_pub_civil,nomeabrev,Edif_Pub_Civil,nomeAbrev
adm_edif_pub_civil,situacaofisica,Edif_Pub_Civil,situacaoFisica
adm_edif_pub_civil,tipousoedif,Edif_Pub_Civil,tipoUsoEdif
adm_edif_pub_militar,geometriaaproximada,Edif_Pub_Militar,geometriaAproximada
adm_edif_pub_militar,matconstr,Edif_Pub_Militar,matConstr
adm_edif_pub_militar,nomeabrev,Edif_Pub_Militar,nomeAbrev
adm_edif_pub_militar,situacaofisica,Edif_Pub_Militar,situacaoFisica
adm_edif_pub_militar,tipousoedif,Edif_Pub_Militar,tipoUsoEdif
adm_posto_fiscal,geometriaaproximada,Posto_Fiscal,geometriaAproximada
adm_posto_fiscal,nomeabrev,Posto_Fiscal,nomeAbrev
adm_posto_fiscal,situacaofisica,Posto_Fiscal,situacaoFisica
adm_posto_pol_rod,geometriaaproximada,Posto_Pol_Rod,geometriaAproximada
adm_posto_pol_rod,nomeabrev,Posto_Pol_Rod,nomeAbrev
adm_posto_pol_rod,situacaofisica,Posto_Pol_Rod,situacaoFisica
asb_area_abast_agua,geometriaaproximada,Area_Abast_Agua,geometriaAproximada
asb_area_saneamento,geometriaaproximada,Area_Saneamento,geometriaAproximada
asb_cemiterio,denominacaoassociada,Cemiterio,denominacaoAssociada
asb_cemiterio,geometriaaproximada,Cemiterio,geometriaAproximada
asb_cemiterio,nomeabrev,Cemiterio,nomeAbrev
asb_cemiterio,tipocemiterio,Cemiterio,tipoCemiterio
asb_dep_abast_agua,geometriaaproximada,Dep_Abast_Agua,geometriaAproximada
asb_dep_abast_agua,matconstr,Dep_Abast_Agua,matConstr
asb_dep_abast_agua,nomeabrev,Dep_Abast_Agua,nomeAbrev
asb_dep_abast_agua,situacaoagua,Dep_Abast_Agua,situacaoAgua
asb_dep_abast_agua,situacaofisica,Dep_Abast_Agua,situacaoFisica
asb_dep_abast_agua,tipodepabast,Dep_Abast_Agua,tipoDepAbast
asb_dep_saneamento,geometriaaproximada,Dep_Saneamento,geometriaAproximada
asb_dep_saneamento,matconstr,Dep_Saneamento,matConstr
asb_dep_saneamento,nomeabrev,Dep_Saneamento,nomeAbrev
asb_dep_saneamento,situacaofisica,Dep_Saneamento,situacaoFisica
asb_dep_saneamento,tipodepsaneam,Dep_Saneamento,tipoDepSaneam
asb_dep_saneamento,tiporesiduo,Dep_Saneamento,tipoResiduo
asb_descontinuidade_geometrica,motivodescontinuidade,Descontinuidade_Geom_ASB,motivoDescontinuidade
asb_edif_abast_agua,geometriaaproximada,Edif_Abast_Agua,geometriaAproximada
asb_edif_abast_agua,matconstr,Edif_Abast_Agua,matConstr
asb_edif_abast_agua,nomeabrev,Edif_Abast_Agua,nomeAbrev
asb_edif_abast_agua,situacaofisica,Edif_Abast_Agua,situacaoFisica
asb_edif_abast_agua,tipoedifabast,Edif_Abast_Agua,tipoEdifAbast
asb_edif_saneamento,geometriaaproximada,Edif_Saneamento,geometriaAproximada
asb_edif_saneamento,matconstr,Edif_Saneamento,matConstr
asb_edif_saneamento,nomeabrev,Edif_Saneamento,nomeAbrev
asb_edif_saneamento,situacaofisica,Edif_Saneamento,situacaoFisica
asb_edif_saneamento,tipoedifsaneam,Edif_Saneamento,tipoEdifSaneam
eco_area_agrop_ext_veg_pesca,destinadoa,Area_Agrop_Ext_Veg_Pesca,destinadoA
eco_area_agrop_ext_veg_pesca,geometriaaproximada,Area_Agrop_Ext_Veg_Pesca,geometriaAproximada
eco_area_comerc_serv,geometriaaproximada,Area_Comerc_Serv,geometriaAproximada
eco_area_ext_mineral,geometriaaproximada,Area_Ext_Mineral,geometriaAproximada
eco_area_industrial,geometriaaproximada,Area_Industrial,geometriaAproximada
eco_deposito_geral,geometriaaproximada,Deposito_Geral,geometriaAproximada
eco_deposito_geral,matconstr,Deposito_Geral,matConstr
eco_deposito_geral,nomeabrev,Deposito_Geral,nomeAbrev
eco_deposito_geral,situacaofisica,Deposito_Geral,situacaoFisica
eco_deposito_geral,tipoconteudo,Deposito_Geral,tipoConteudo
eco_deposito_geral,tipodepgeral,Deposito_Geral,tipoDepGeral
eco_deposito_geral,tipoexposicao,Deposito_Geral,tipoExposicao
eco_deposito_geral,tipoprodutoresiduo,Deposito_Geral,tipoProdutoResiduo
eco_deposito_geral,unidadevolume,Deposito_Geral,unidadeVolume
eco_deposito_geral,valorvolume,Deposito_Geral,valorVolume
eco_descontinuidade_geometrica,motivodescontinuidade,Descontinuidade_Geom_ECO,motivoDescontinuidade
eco_edif_agrop_ext_veg_pesca,geometriaaproximada,Edif_Agrop_Ext_Veg_Pesca,geometriaAproximada
eco_edif_agrop_ext_veg_pesca,matconstr,Edif_Agrop_Ext_Veg_Pesca,matConstr
eco_edif_agrop_ext_veg_pesca,nomeabrev,Edif_Agrop_Ext_Veg_Pesca,nomeAbrev
eco_edif_agrop_ext_veg_pesca,situacaofisica,Edif_Agrop_Ext_Veg_Pesca,situacaoFisica
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,Edif_Agrop_Ext_Veg_Pesca,tipoEdifAgropec
eco_edif_comerc_serv,geometriaaproximada,Edif_Comerc_Serv,geometriaAproximada
eco_edif_comerc_serv,matconstr,Edif_Comerc_Serv,matConstr
eco_edif_comerc_serv,nomeabrev,Edif_Comerc_Serv,nomeAbrev
eco_edif_comerc_serv,situacaofisica,Edif_Comerc_Serv,situacaoFisica
eco_edif_comerc_serv,tipoedifcomercserv,Edif_Comerc_Serv,tipoEdifComercServ
eco_edif_ext_mineral,geometriaaproximada,Edif_Ext_Mineral,geometriaAproximada
eco_edif_ext_mineral,matconstr,Edif_Ext_Mineral,matConstr
eco_edif_ext_mineral,nomeabrev,Edif_Ext_Mineral,nomeAbrev
eco_edif_ext_mineral,situacaofisica,Edif_Ext_Mineral,situacaoFisica
eco_edif_ext_mineral,tipodivisaocnae,Edif_Ext_Mineral,tipoDivisaoCnae
eco_edif_industrial,geometriaaproximada,Edif_Industrial,geometriaAproximada
eco_edif_industrial,matconstr,Edif_Industrial,matConstr
eco_edif_industrial,nomeabrev,Edif_Industrial,nomeAbrev
eco_edif_industrial,situacaofisica,Edif_Industrial,situacaoFisica
eco_edif_industrial,tipodivisaocnae,Edif_Industrial,tipoDivisaoCnae
eco_equip_agropec,geometriaaproximada,Equip_Agropec,geometriaAproximada
eco_equip_agropec,matconstr,Equip_Agropec,matConstr
eco_equip_agropec,nomeabrev,Equip_Agropec,nomeAbrev
eco_equip_agropec,situacaofisica,Equip_Agropec,situacaoFisica
eco_equip_agropec,tipoequipagropec,Equip_Agropec,tipoEquipAgropec
eco_ext_mineral,formaextracao,Ext_Mineral,formaExtracao
eco_ext_mineral,geometriaaproximada,Ext_Mineral,geometriaAproximada
eco_ext_mineral,nomeabrev,Ext_Mineral,nomeAbrev
eco_ext_mineral,procextracao,Ext_Mineral,procExtracao
eco_ext_mineral,situacaofisica,Ext_Mineral,situacaoFisica
eco_ext_mineral,tipoextmin,Ext_Mineral,tipoExtMin
eco_ext_mineral,tipopocomina,Ext_Mineral,tipoPocoMina
eco_ext_mineral,tipoprodutoresiduo,Ext_Mineral,tipoProdutoResiduo
eco_ext_mineral,tiposecaocnae,Ext_Mineral,tipoSecaoCnae
eco_plataforma,geometriaaproximada,Plataforma,geometriaAproximada
eco_plataforma,nomeabrev,Plataforma,nomeAbrev
eco_plataforma,tipoplataforma,Plataforma,tipoPlataforma
edu_area_ensino,geometriaaproximada,Area_Ensino,geometriaAproximada
edu_area_lazer,geometriaaproximada,Area_Lazer,geometriaAproximada
edu_area_religiosa,geometriaaproximada,Area_Religiosa,geometriaAproximada
edu_area_ruinas,geometriaaproximada,Area_Ruinas,geometriaAproximada
edu_arquibancada,geometriaaproximada,Arquibancada,geometriaAproximada
edu_arquibancada,nomeabrev,Arquibancada,nomeAbrev
edu_arquibancada,situacaofisica,Arquibancada,situacaoFisica
edu_campo_quadra,geometriaaproximada,Campo_Quadra,geometriaAproximada
edu_campo_quadra,nomeabrev,Campo_Quadra,nomeAbrev
edu_campo_quadra,situacaofisica,Campo_Quadra,situacaoFisica
edu_campo_quadra,tipocampoquadra,Campo_Quadra,tipoCampoQuadra
edu_coreto_tribuna,geometriaaproximada,Coreto_Tribuna,geometriaAproximada
edu_coreto_tribuna,nomeabrev,Coreto_Tribuna,nomeAbrev
edu_coreto_tribuna,situacaofisica,Coreto_Tribuna,situacaoFisica
edu_descontinuidade_geometrica,motivodescontinuidade,Descontinuidade_Geom_EDU,motivoDescontinuidade
edu_edif_const_lazer,geometriaaproximada,Edif_Const_Lazer,geometriaAproximada
edu_edif_const_lazer,matconstr,Edif_Const_Lazer,matConstr
edu_edif_const_lazer,nomeabrev,Edif_Const_Lazer,nomeAbrev
edu_edif_const_lazer,situacaofisica,Edif_Const_Lazer,situacaoFisica
edu_edif_const_lazer,tipoediflazer,Edif_Const_Lazer,tipoEdifLazer
edu_edif_const_turistica,geometriaaproximada,Edif_Const_Turistica,geometriaAproximada
edu_edif_const_turistica,matconstr,Edif_Const_Turistica,matConstr
edu_edif_const_turistica,nomeabrev,Edif_Const_Turistica,nomeAbrev
edu_edif_const_turistica,situacaofisica,Edif_Const_Turistica,situacaoFisica
edu_edif_const_turistica,tipoedifturist,Edif_Const_Turistica,tipoEdifTurist
edu_edif_ensino,geometriaaproximada,Edif_Ensino,geometriaAproximada
edu_edif_ensino,matconstr,Edif_Ensino,matConstr
edu_edif_ensino,nomeabrev,Edif_Ensino,nomeAbrev
edu_edif_ensino,situacaofisica,Edif_Ensino,situacaoFisica
edu_edif_ensino,tipoclassecnae,Edif_Ensino,tipoClasseCnae
edu_edif_religiosa,geometriaaproximada,Edif_Religiosa,geometriaAproximada
edu_edif_religiosa,matconstr,Edif_Religiosa,matConstr
edu_edif_religiosa,nomeabrev,Edif_Religiosa,nomeAbrev
edu_edif_religiosa,situacaofisica,Edif_Religiosa,situacaoFisica
edu_edif_religiosa,tipoedifrelig,Edif_Religiosa,tipoEdifRelig
edu_piscina,geometriaaproximada,Piscina,geometriaAproximada
edu_piscina,nomeabrev,Piscina,nomeAbrev
edu_piscina,situacaofisica,Piscina,situacaoFisica
edu_pista_competicao,geometriaaproximada,Pista_Competicao,geometriaAproximada
edu_pista_competicao,nomeabrev,Pista_Competicao,nomeAbrev
edu_pista_competicao,situacaofisica,Pista_Competicao,situacaoFisica
edu_pista_competicao,tipopista,Pista_Competicao,tipoPista
edu_ruina,geometriaaproximada,Ruina,geometriaAproximada
edu_ruina,nomeabrev,Ruina,nomeAbrev
enc_antena_comunic,geometriaaproximada,Antena_Comunic,geometriaAproximada
enc_antena_comunic,nomeabrev,Antena_Comunic,nomeAbrev
enc_antena_comunic,posicaoreledific,Antena_Comunic,posicaoRelEdific
enc_area_comunicacao,geometriaaproximada,Area_Comunicacao,geometriaAproximada
enc_area_energia_eletrica,geometriaaproximada,Area_Energia_Eletrica,geometriaAproximada
enc_descontinuidade_geometrica,motivodescontinuidade,Descontinuidade_Geom_ENC,motivoDescontinuidade
enc_edif_comunic,geometriaaproximada,Edif_Comunic,geometriaAproximada
enc_edif_comunic,matconstr,Edif_Comunic,matConstr
enc_edif_comunic,nomeabrev,Edif_Comunic,nomeAbrev
enc_edif_comunic,situacaofisica,Edif_Comunic,situacaoFisica
enc_edif_comunic,tipoedifcomunic,Edif_Comunic,tipoEdifComunic
enc_edif_energia,geometriaaproximada,Edif_Energia,geometriaAproximada
enc_edif_energia,matconstr,Edif_Energia,matConstr
enc_edif_energia,nomeabrev,Edif_Energia,nomeAbrev
enc_edif_energia,situacaofisica,Edif_Energia,situacaoFisica
enc_edif_energia,tipoedifenergia,Edif_Energia,tipoEdifEnergia
enc_est_gerad_energia_eletr,codigoestacao,Est_Gerad_Energia_Eletr,codigoEstacao
enc_est_gerad_energia_eletr,destenergelet,Est_Gerad_Energia_Eletr,destEnergElet
enc_est_gerad_energia_eletr,geometriaaproximada,Est_Gerad_Energia_Eletr,geometriaAproximada
enc_est_gerad_energia_eletr,nomeabrev,Est_Gerad_Energia_Eletr,nomeAbrev
enc_est_gerad_energia_eletr,situacaofisica,Est_Gerad_Energia_Eletr,situacaoFisica
enc_est_gerad_energia_eletr,tipoestgerad,Est_Gerad_Energia_Eletr,tipoEstGerad
enc_grupo_transformadores,geometriaaproximada,Grupo_Transform_Energ,geometriaAproximada
enc_grupo_transformadores,nomeabrev,Grupo_Transform_Energ,nomeAbrev
enc_hidreletrica,codigoestacao,Hidreletrica,codigoEstacao
enc_hidreletrica,destenergelet,Hidreletrica,destEnergElet
enc_hidreletrica,geometriaaproximada,Hidreletrica,geometriaAproximada
enc_hidreletrica,nomeabrev,Hidreletrica,nomeAbrev
enc_hidreletrica,situacaofisica,Hidreletrica,situacaoFisica
enc_hidreletrica,tipoestgerad,Hidreletrica,tipoEstGerad
enc_ponto_trecho_energia,geometriaaproximada,Ponto_Trecho_Energia,geometriaAproximada
enc_ponto_trecho_energia,tipoptoenergia,Ponto_Trecho_Energia,tipoPtoEnergia
enc_termeletrica,codigoestacao,Termeletrica,codigoEstacao
enc_termeletrica,combrenovavel,Termeletrica,combRenovavel
enc_termeletrica,destenergelet,Termeletrica,destEnergElet
enc_termeletrica,geometriaaproximada,Termeletrica,geometriaAproximada
enc_termeletrica,nomeabrev,Termeletrica,nomeAbrev
enc_termeletrica,situacaofisica,Termeletrica,situacaoFisica
enc_termeletrica,tipocombustivel,Termeletrica,tipoCombustivel
enc_termeletrica,tipoestgerad,Termeletrica,tipoEstGerad
enc_termeletrica,tipomaqtermica,Termeletrica,tipoMaqTermica
enc_torre_comunic,alturaestimada,Torre_Comunic,alturaEstimada
enc_torre_comunic,geometriaaproximada,Torre_Comunic,geometriaAproximada
enc_torre_comunic,nomeabrev,Torre_Comunic,nomeAbrev
enc_torre_comunic,posicaoreledific,Torre_Comunic,posicaoRelEdific
enc_torre_comunic,situacaofisica,Torre_Comunic,situacaoFisica
enc_torre_energia,alturaestimada,Torre_Energia,alturaEstimada
enc_torre_energia,arranjofases,Torre_Energia,arranjoFases
enc_torre_energia,geometriaaproximada,Torre_Energia,geometriaAproximada
enc_torre_energia,nomeabrev,Torre_Energia,nomeAbrev
enc_torre_energia,situacaofisica,Torre_Energia,situacaoFisica
enc_torre_energia,tipotorre,Torre_Energia,tipoTorre
enc_trecho_comunic,emduto,Trecho_Comunic,emDuto
enc_trecho_comunic,geometriaaproximada,Trecho_Comunic,geometriaAproximada
enc_trecho_comunic,matconstr,Trecho_Comunic,matConstr
enc_trecho_comunic,nomeabrev,Trecho_Comunic,nomeAbrev
enc_trecho_comunic,posicaorelativa,Trecho_Comunic,posicaoRelativa
enc_trecho_comunic,situacaofisica,Trecho_Comunic,situacaoFisica
enc_trecho_comunic,tipotrechocomunic,Trecho_Comunic,tipoTrechoComunic
enc_trecho_energia,emduto,Trecho_Energia,emDuto
enc_trecho_energia,geometriaaproximada,Trecho_Energia,geometriaAproximada
enc_trecho_energia,nomeabrev,Trecho_Energia,nomeAbrev
enc_trecho_energia,numcircuitos,Trecho_Energia,numCircuitos
enc_trecho_energia,posicaorelativa,Trecho_Energia,posicaoRelativa
enc_trecho_energia,situacaofisica,Trecho_Energia,situacaoFisica
enc_trecho_energia,tensaoeletrica,Trecho_Energia,tensaoEletrica
enc_zona_linhas_energia_com,geometriaaproximada,Zona_Linhas_Energia_Com,geometriaAproximada
enc_zona_linhas_energia_com,nomeabrev,Zona_Linhas_Energia_Com,nomeAbrev
hid_area_umida,geometriaaproximada,Area_Umida,geometriaAproximada
hid_area_umida,nomeabrev,Area_Umida,nomeAbrev
hid_area_umida,tipoareaumida,Area_Umida,tipoAreaUmida
hid_bacia_hidrografica,codigootto,Bacia_Hidrografica,codigoOtto
hid_bacia_hidrografica,geometriaaproximada,Bacia_Hidrografica,geometriaAproximada
hid_bacia_hidrografica,nivelotto,Bacia_Hidrografica,nivelOtto
hid_bacia_hidrografica,nomeabrev,Bacia_Hidrografica,nomeAbrev
hid_banco_areia,geometriaaproximada,Banco_Areia,geometriaAproximada
hid_banco_areia,materialpredominante,Banco_Areia,materialPredominante
hid_banco_areia,nomeabrev,Banco_Areia,nomeAbrev
hid_banco_areia,situacaoemagua,Banco_Areia,situacaoEmAgua
hid_banco_areia,tipobanco,Banco_Areia,tipoBanco
hid_barragem,geometriaaproximada,Barragem,geometriaAproximada
hid_barragem,matconstr,Barragem,matConstr
hid_barragem,nomeabrev,Barragem,nomeAbrev
hid_barragem,situacaofisica,Barragem,situacaoFisica
hid_barragem,usoprincipal,Barragem,usoPrincipal
hid_comporta,geometriaaproximada,Comporta,geometriaAproximada
hid_comporta,nomeabrev,Comporta,nomeAbrev
hid_comporta,situacaofisica,Comporta,situacaoFisica
hid_confluencia,geometriaaproximada,Confluencia,geometriaAproximada
hid_confluencia,nomeabrev,Confluencia,nomeAbrev
hid_corredeira,geometriaaproximada,Corredeira,geometriaAproximada
hid_corredeira,nomeabrev,Corredeira,nomeAbrev
hid_descontinuidade_geometrica,motivodescontinuidade,Descontinuidade_Geom_HID,motivoDescontinuidade
hid_fonte_dagua,geometriaaproximada,Fonte_Dagua,geometriaAproximada
hid_fonte_dagua,nomeabrev,Fonte_Dagua,nomeAbrev
hid_fonte_dagua,qualidagua,Fonte_Dagua,qualidAgua
hid_fonte_dagua,tipofontedagua,Fonte_Dagua,tipoFonteDagua
hid_foz_maritima,geometriaaproximada,Foz_Maritima,geometriaAproximada
hid_foz_maritima,nomeabrev,Foz_Maritima,nomeAbrev
hid_ilha,geometriaaproximada,Ilha,geometriaAproximada
hid_ilha,nomeabrev,Ilha,nomeAbrev
hid_limite_massa_dagua,alturamediamargem,Limite_Massa_Dagua,alturaMediaMargem
hid_limite_massa_dagua,geometriaaproximada,Limite_Massa_Dagua,geometriaAproximada
hid_limite_massa_dagua,materialpredominante,Limite_Massa_Dagua,materialPredominante
hid_limite_massa_dagua,nomeabrev,Limite_Massa_Dagua,nomeAbrev
hid_limite_massa_dagua,tipolimmassa,Limite_Massa_Dagua,tipoLimMassa
hid_massa_dagua,geometriaaproximada,Massa_Dagua,geometriaAproximada
hid_massa_dagua,nomeabrev,Massa_Dagua,nomeAbrev
hid_massa_dagua,tipomassadagua,Massa_Dagua,tipoMassaDagua
hid_natureza_fundo,espessalgas,Natureza_Fundo,espessAlgas
hid_natureza_fundo,geometriaaproximada,Natureza_Fundo,geometriaAproximada
